review_id	review_text	aspect_terms
1828	he not only makes his own homemade mozzarella , but every pie is ultra fresh .	mozzarella	pie
2363	fish was overdone .	fish
327	great idea and base for restaurant , but work on the details , people who think this was good need to go back to the shore towns and rethink what it should have tasted like .	
2831	when you 're sitting in their main dining room ( which has a spectacular , hand - painted high ceiling ) you 'd never know there was a world outside .	main dining room	ceiling
2479	we visited bread bar during january restaurant week and were so pleased with the menu selections and service .	menu selections	service
1374	i have been twice to this restaurant .	
985	also make sure you pay attention to the music being piped in - quite a weird selection .	music
3061	you could get a much better dining experience for the same amount of money in a lot of other french bistros .	
1843	the establishment scores big points in presentation and style .	establishment
2102	the rest of the dim sum , though pricey by chinatown standards , is worth it .	dim sum
2149	good food .	food
964	the wait staff is very friendly , if not overly efficient .	wait staff
748	surprisingly nothing could be further from the truth .	
766	the dim sum however was very good .	dim sum
2674	it 's better than being on the roof of sutton place with 19 year old interns jabbing you in the ribs all night .	
2501	service has always been friendly and efficient .	service
2222	went there and had a combination of different seafood dishes and appetizers .	seafood dishes	appetizers
2786	its a great place for a casual date or to entertain clients for lunch .	lunch
773	all we received was an apology as we left to see our show without dinner .	dinner
368	the table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived .	bottle of wine	grapes
994	prices are very good .	prices
366	we could not catch our waiter 's eye , and he ignored us .	waiter
3075	fantastic place .	
1270	plain and simple it 's bad thai food .	thai food
3664	definitely not a restaurant to skip !	
3128	they refuse to seat parties of 3 or more on weekends .	
2097	usually 3 vs . 4 items per dish .	dish
1705	while certain staples are excellent ( the burger , some of the pastas ) , the food is not really the point .	burger	pastas	food	staples
3145	the dim sum was so - so , but not spectacular .	dim sum
790	the food was so - so .	food
9	the waitress , seems to be more concerned of looking good than actually waitressing .	waitress
3085	the place is larger than most and features adequate seating unlike most joints , and has a bar which deserves a mention .	seating	bar	place
1448	what a ripoff !	
1933	threw my fiance 's surprise 30th birthday dinner here could n't be happier .	dinner
1661	you can do it here .	
1817	food - awesome .	food
2512	good music , great food , speedy service affordable prices .	music	food	service	prices
1749	there was a small wait , but shorter than i expected .	wait
3441	the lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price .	lobster sandwich	price
3260	may , the owner always has a smile on her and will warmly greet you .	owner
2910	i 've lived in ny for 5 years and this place has it all .	
76	i just read mocaramel 's review and felt compelled to respond .	
1971	the sides were ok and incredibly salty .	sides
1286	it hits the spot every time	
797	for some reason , all the seafood on the menu was unavailable except for the salmon .	seafood	menu	salmon
2315	not a large place , but it 's cute and cozy .	place
344	do n't be fooled by crowds of people .	
1990	and there 's no way out .	
2900	the beverages were excellent , and the dessert was good .	beverages	dessert
3122	the hostess and the waitress were incredibly rude and did everything they could to rush us out .	hostess	waitress
719	next time , we would n't dare ordering anything else other than some simple asian appetizers and drinks .	asian appetizers	drinks
3669	please if your thinking about it go , and stay the wait you wo n't be disappointed .	wait
3295	i must say the view of nyc is so beautiful !	view
1130	if you 'd like to have a nice light meal with an asian accent , long tan is a good place on the slope .	meal
2896	when going out for a nice dinner , i like a nice ambiance as well as very good food .	dinner	ambiance	food
2299	for all you lazy folks that do n't want to come to alphabet city , i say , good - stay out .	
1652	otherwise , this place has great service and prices and a nice friendly atmosphere .	service	prices	atmosphere
2128	highly recommend this as great value for excellent sushi and service .	sushi	service	value
2835	this place would be so much better served by being run by a group that actually understands customer service .	service	served
778	a++ the service was good to excellent along with the attitude .	service	attitude
